Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,[ATM] Search Locations (Cloud Function),55,0,180.0,204.1162509069016,169.05530000803992,1376.7631000082474,912.9636363636364,0.18398567949764677,0.0,180,180,180,180,190,250,380,1400,1400,1400,1400
POST,[Account] Create Checking Account,20,0,480.0,434.6923849967425,197.66340000205673,551.0213999950793,18.0,0.06690388345368974,0.0,480,520,530,540,540,550,550,550,550,550,550
POST,[Account] Create Savings Account,20,0,200.0,228.44674500083784,183.4857999929227,288.38629997335374,18.0,0.06690388345368974,0.0,220,260,270,270,280,290,290,290,290,290,290
POST,[Account] Get All Accounts,20,0,190.0,234.91888499702327,171.8879999825731,312.1903999999631,585.1,0.06690388345368974,0.0,200,290,300,300,310,310,310,310,310,310,310
GET,[Account] View Account Details,211,0,150.24700001231395,154.0409957339559,150.24700001231395,206.12710001296364,18.0,0.7058359704364267,0.0,150,150,150,150,160,160,170,180,210,210,210
POST,[Account] View All Accounts,141,0,170.0,172.33736595697866,164.7106000164058,304.1419999790378,588.9007092198582,0.4716723783485126,0.0,170,170,170,170,180,180,190,260,300,300,300
POST,[Auth] Login,20,20,60149.712000013096,60151.09579000273,60149.712000013096,60153.739700006554,167.0,0.06690388345368974,0.06690388345368974,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,[Auth] Logout,13,0,160.0,157.02024615333917,153.08099999674596,168.52509998716414,37.0,0.04348752424489832,0.0,160,160,160,160,160,170,170,170,170,170,170
POST,[Auth] Re-login,13,0,400.0,437.99882308051633,356.00510000949726,597.5663000135683,95.61538461538461,0.04348752424489832,0.0,400,420,460,560,570,600,600,600,600,600,600
POST,[Auth] Register User,300,280,60000.0,57152.19760866657,11148.354500008281,60356.196900014766,162.27,1.003558251805346,0.9366543683516563,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
PUT,[Auth] Update Profile,27,0,400.0,427.01974814904304,375.38450001738966,601.9152000080794,96.29629629629629,0.09032024266248113,0.0,400,410,460,470,530,590,600,600,600,600,600
POST,[Loan] Submit Application (Cloud Function),33,0,310.0,375.7337424233838,239.45219998131506,1467.7456000063103,44.0,0.11039140769858806,0.0,310,330,340,340,390,1500,1500,1500,1500,1500,1500
POST,[Loan] View History (Cloud Function),34,0,190.0,229.78460294389686,184.6746999945026,1376.0680000123102,246.5,0.11373660187127255,0.0,190,190,190,200,210,310,1400,1400,1400,1400,1400
POST,[Transaction] Internal Transfer,116,0,320.0,336.2646810341614,247.02169999363832,569.7049000009429,68.23275862068965,0.38804252403140044,0.0,320,340,350,360,410,480,500,520,570,570,570
POST,[Transaction] View History,136,0,190.0,201.27347647041248,185.84809999447316,317.87609998718835,279.05882352941177,0.4549464074850902,0.0,190,190,200,200,230,250,300,310,320,320,320
,Aggregated,1159,300,210.0,15997.003915530326,150.24700001231395,60356.196900014766,225.6367558239862,3.87708004614132,1.003558251805346,210,380,60000,60000,60000,60000,60000,60000,60000,60000,60000
